account_id,customer_id,created_at,status,account_branch,account_check_digit,account_number
1213413498701202176,173354037337692192,2019-07-20T13:49:08.670Z,active,3204,3,59743
3021192988050739712,463741281156103,2019-09-11T00:40:06.060Z,active,7754,7,19289
225026510017061184,1953727456446631168,2019-10-21T07:16:53.110Z,active,34,7,51796
604769784219033984,2792062829303456768,2019-09-12T09:47:19.170Z,active,2447,3,46464
1983209911800934144,705137246882972544,2019-10-30T14:05:39.840Z,active,5224,1,71430
1314654042677529344,733119815961701120,2019-02-16T15:13:37.640Z,active,2938,2,13718
859323285322375808,310472853352881152,2019-07-23T12:49:39.250Z,active,6043,3,54538
66229395359203944,2533272422712372736,2019-10-01T07:32:53.770Z,active,9086,3,66682
3277979390263658496,716468687467346176,2019-11-22T04:13:43.690Z,active,5028,6,55635
385799180483035200,1505134462991622912,2019-04-29T00:45:06.200Z,active,5158,7,95981
1561384317308532480,586580938051068672,2019-08-31T09:13:30.230Z,active,9159,8,82182
3230984645324410880,502045292307211008,2019-05-26T01:24:10.780Z,active,5664,3,8582
701652049175591552,447157414682202944,2019-07-04T15:18:51.370Z,active,6963,8,99706
716959943085868544,2556793902912892416,2019-12-15T07:55:01.090Z,active,1421,6,91500
1624269278915868416,1965782152614647040,2019-02-28T10:13:27.570Z,active,3003,1,37057
2078206225894566144,1287408164399857408,2019-01-10T20:08:25.760Z,active,3743,6,88175
2197908630617576192,1864349843079211008,2019-07-13T21:51:37.640Z,active,9001,2,68611
2789191198208346112,865501770842455808,2019-04-16T02:19:13.820Z,active,3641,1,963
2876178840448966144,2738538541694151168,2019-10-22T14:19:45.600Z,active,7939,2,70689
3025899453201493504,1503222413987381248,2019-12-10T07:55:11.700Z,active,6071,0,74534
2363549915758511616,2826043102072975872,2019-12-20T05:09:06.230Z,active,6933,9,60200
2747256619800276480,2876068566168518144,2019-03-19T12:31:46.460Z,active,3767,5,89056
1187383254238527488,2701935772273924096,2019-11-14T17:37:10.820Z,active,4829,0,48284
139211761744912640,3250992107383223296,2019-04-07T15:29:33.070Z,active,5679,6,66756
3290363966638027264,2202605370494939648,2019-05-01T07:00:13.600Z,active,2635,0,86608
1415121686008316416,3241911130718095360,2019-10-08T14:13:16.250Z,active,7154,4,17977
807327583117044992,2477513050204807680,2019-11-17T03:52:28.700Z,active,6624,4,27385
3177190074948503552,2224102636530874368,2019-08-14T19:24:38.560Z,active,5997,5,66120
2078081802782758912,88410070295360864,2019-01-24T14:39:28.350Z,active,943,3,15272
2087017938001022976,3396225165558191616,2019-10-13T07:31:13.630Z,active,5775,3,35203
2312188559566297600,2417312961578205184,2019-11-02T23:31:45.230Z,active,3312,6,99526
1873691140900858112,858270824760572800,2019-08-23T10:00:55.440Z,active,626,9,81856
3239115497270144000,1222640000117397760,2019-01-25T14:15:14.070Z,active,8909,1,68153
2065461453644014080,1075178511472533248,2019-02-18T07:52:38.750Z,active,3339,9,9301
3371735796544466432,2391511788947563520,2019-02-28T04:37:37.440Z,active,4028,3,74203
293753999060979584,718047112357310336,2019-07-16T15:18:00.140Z,active,2998,1,59017
1572217149479844352,1509816023215027712,2019-02-04T20:53:21.210Z,active,4318,6,7248
601200989263904256,332387175923719296,2019-03-24T18:09:34.670Z,active,2486,4,81644
2140350085908698368,2833362759381206528,2019-10-19T10:41:18.720Z,active,5332,4,16522
375314640681186048,56556610085918656,2019-09-09T01:09:45.060Z,active,1843,2,72924
1872886952686863104,2818778886770934272,2019-04-14T21:12:45.920Z,active,693,4,33087
400419481087438336,2499712718082012160,2019-07-04T01:51:35.500Z,active,6182,7,16108
3078151773382775808,1147948936493031936,2019-03-21T22:07:56.710Z,active,4046,2,98850
1389823488389597184,2629948797851294720,2019-09-12T02:33:05.880Z,active,117,3,90908
3259357247583805952,1570732772224155904,2019-11-18T02:10:27.490Z,active,4728,6,1228
2380105399336111104,942321425307624704,2019-03-29T14:56:09.820Z,active,775,9,49233
311446622495190208,1317683657641938688,2019-07-01T23:19:03.850Z,inactive,2815,5,64193
2560869694582820864,1752767150753629952,2019-03-10T01:33:56.190Z,active,6322,0,85356
3171310520564571136,326929095891940224,2019-03-20T17:23:43.460Z,active,4157,4,19513
3376848556803483648,2632288238708204544,2019-03-17T09:35:01.120Z,active,3387,0,10702
1874227776893666816,3242672138645067264,2019-11-22T07:46:03.190Z,active,3494,1,19350
1134738212702573568,2932407255249087488,2019-07-05T19:19:40.270Z,active,8608,8,66096
3278588752260820992,1610036852996075776,2019-12-08T14:00:25.800Z,active,8654,3,913
1630169910566005760,1845191820480338688,2019-05-09T08:56:59.780Z,active,7267,9,91600
2733466533209110528,3399008898331235328,2019-01-09T16:59:18.810Z,active,7661,8,24523
2938485807396352000,1875117103179107584,2019-01-22T12:50:11.610Z,active,9632,9,75969
1351974655305477120,2839670877925057536,2019-12-27T03:03:08.580Z,active,2933,3,72410
1023821064609238144,480826641012062784,2019-08-15T05:07:16.650Z,active,7069,1,4959
985591891019712512,2555704997054061568,2019-07-15T10:54:40.070Z,active,6255,5,83178
806889141407536512,1732934242063488512,2019-06-28T05:35:45.570Z,active,3272,9,69719
68064537055543456,3068533606545179136,2019-03-15T15:03:31.140Z,active,7387,2,1870
1070618232719895296,1499485542291053568,2019-06-06T00:52:30.650Z,active,4950,6,38270
3112064943747527168,1754690022566584064,2019-10-01T07:51:48.310Z,active,8018,2,77793
1251231251708952064,2495132717359779328,2019-02-03T18:17:26.420Z,active,9519,9,48064
1659451545208641792,2111766680623756544,2019-07-17T22:36:07.520Z,active,8773,7,19831
2977519790025158656,238581999159103360,2019-07-16T12:22:26.530Z,active,2911,7,39936
148212151499662208,2934272813843089408,2019-02-02T16:41:15.530Z,active,841,2,17635
3200666400098404864,1112197005917151360,2019-12-23T21:00:56.500Z,active,7447,9,21347
3190952988136160256,560411766009996736,2019-11-24T12:11:52.090Z,active,1097,0,98888
1450366231705029632,2115711570066484992,2019-04-09T00:08:52.130Z,active,4358,9,83360
3110311746246930432,1029928304889421184,2019-12-01T21:09:22.160Z,active,500,6,63276
2364324214943538688,2738940260545616896,2019-09-21T06:14:50.870Z,active,3237,0,16629
1846090640579972608,1526007910879744512,2019-05-31T18:29:50.340Z,active,6951,2,7697
539643151269079168,1023417846977093376,2019-10-29T21:15:10.770Z,active,8683,0,13909
257156172637830752,1989768797594418688,2019-05-07T23:08:38.550Z,active,2938,5,20942
705529638180029440,3017070671323374080,2019-05-19T19:08:33.660Z,active,9319,7,6727
875486607508016000,3049645177577898496,2019-12-27T02:40:33.430Z,active,5681,4,27469
1730624708894917632,2316768212859751936,2019-02-09T12:01:31.660Z,active,259,2,54083
581851710399460480,2234605769670015232,2019-08-12T16:54:03.980Z,active,6578,6,97954
2566490291969177600,1736597779943041536,2019-03-22T04:07:24.610Z,active,6659,1,82061
3001360180456740864,1365975233340515840,2019-09-13T07:18:52.580Z,active,1873,6,32230
1450829686320384256,1692420607331022848,2019-05-12T10:14:25.210Z,active,829,7,74167
644145216558971264,138197862505637824,2019-08-21T17:13:53.060Z,active,6077,5,52925
2630546899631622144,2034296129041490176,2019-12-19T09:05:36.800Z,active,8899,0,47259
2728377282182425088,822674960213369472,2019-12-22T07:49:16.750Z,active,8188,7,32669
147533201923466656,2540650520439969280,2019-12-04T16:56:58.470Z,active,107,3,16908
1287484297503140864,1356385315661501952,2019-01-31T16:29:06.140Z,active,1751,2,84013
3401319746738791424,297995858897370624,2019-04-14T05:28:34.380Z,active,1920,0,72078
2706910335826955264,1009632545673625856,2019-09-21T17:25:11.450Z,active,9990,6,37521
1090208725349014272,3010790563572980224,2019-08-01T04:06:16.670Z,active,8982,5,39074
957494188757221760,2408437255993084416,2019-12-23T19:50:58.150Z,active,8418,8,28467
2757498649726221824,1153007294051444480,2019-03-29T00:55:33.820Z,active,654,5,55617
1008807824201172480,400431475131616000,2019-03-29T13:19:33.280Z,active,4971,6,2363
3272536163477341696,2661878467426132480,2019-01-01T22:58:34.660Z,active,9838,6,87480
2342600622362918400,2140331706743218944,2019-10-04T17:47:50.400Z,active,2976,8,6202
2934391350591596544,1091910550398509824,2019-09-18T17:35:37.530Z,active,9609,1,11516
88036701449641744,602696412610738048,2019-06-08T11:02:42.530Z,active,5113,2,72029
3225363919424174592,2620780745558466048,2019-03-12T11:30:55.300Z,active,3149,2,651
3339412447622618112,589700525084577152,2019-04-03T01:25:11.810Z,active,1171,9,8669
2498256617742617088,1523013648813246464,2019-04-29T17:16:36.450Z,active,4795,5,9705
2090463485711459840,1124445618012240384,2019-04-08T17:22:52.980Z,active,8957,2,43879
3215837977281320960,426640093375688320,2019-08-09T16:31:46.040Z,active,1340,8,47570
1010442258264510976,1336812529674835200,2019-08-31T01:33:44.870Z,active,5688,5,86203
1396334580564904704,2603630006900915712,2019-06-17T08:48:04.030Z,active,4978,8,1035
727751989319650048,3385066241881316352,2019-05-10T07:46:06.760Z,active,6914,9,98318
2512689003952169984,2842602075081198080,2019-06-21T04:45:40.410Z,active,2005,7,45381
1460720213133506304,1456140723477458176,2019-05-10T18:36:27.430Z,active,8580,7,78285
285256955396758976,1824545102280490496,2019-01-02T14:49:47.370Z,active,6282,8,56484
1644243482972157184,1248674658475773184,2019-07-04T22:47:30.340Z,active,9455,2,46048
1574367364918659328,208053795777582176,2019-02-19T08:39:39.240Z,active,1810,0,52670
2414680610979247616,2815317591500783616,2019-06-27T15:19:06.350Z,active,8398,3,2686
660477289778632704,200314677206811712,2019-04-21T10:07:20.410Z,active,4603,7,99520
2146840335397634560,1069677695144444800,2019-06-08T11:58:09.290Z,active,497,3,7495
2627940527087473664,444979422207295168,2019-10-14T07:34:20.660Z,active,2359,7,89408
2058104580466501376,1171579728582464512,2019-10-09T19:11:55.540Z,inactive,4651,1,87115
9682140161583058,3097837421505513984,2019-07-22T17:52:38.810Z,active,1996,4,28641
17352812883658752,1586611036876639488,2019-06-01T07:51:54.990Z,active,2632,5,43345
162933258938612864,539036847584177536,2019-02-15T07:11:07.850Z,active,2314,3,90826
2030177969927839744,2237217820688451328,2019-03-10T08:27:23.920Z,active,1684,6,14372
62725486856205360,654142176819908736,2019-01-08T07:15:08.690Z,active,9818,5,10094
1154541498566905088,2301850529973683200,2019-02-17T06:12:02.890Z,active,4911,7,98477
2687881507357235200,155679434268930944,2019-07-07T08:27:39.790Z,active,2055,3,2115
1043216364022172288,2680369878994460672,2019-02-09T11:31:45.820Z,active,6699,3,85845
2941714830387687424,549022729400055104,2019-12-29T12:50:11.580Z,active,1225,5,42228
1412620033190532352,2587596597887161344,2019-04-25T05:25:19.080Z,active,5837,2,47282
231005937382814688,2909999319096024064,2019-10-03T17:46:42.960Z,active,1757,1,6748
387046261448225856,2749711787978410496,2019-01-11T18:16:49.880Z,active,4036,3,13496
46004302388957424,1611614510951454976,2019-03-17T12:31:32.600Z,active,1296,7,66393
3361280530325802496,663379364755572736,2019-11-08T06:15:57.850Z,active,5868,7,2924
1600478822880115456,1610611471186343168,2019-04-13T05:36:03.180Z,active,2132,1,73379
246428778563527456,420320902878867008,2019-07-31T05:01:32.390Z,active,5540,4,3049
676998197234032896,1394467634353661184,2019-01-21T13:47:14.090Z,active,3240,0,28273
236851404232655232,631853564023875072,2019-05-02T14:10:15.170Z,active,1328,5,90247
1423219004881648640,1603765233648859392,2019-11-18T17:51:04.170Z,active,176,7,24038
38699651908488984,2317733241925165056,2019-12-04T20:27:49.650Z,active,8171,3,8746
2323978542897495040,3126000419286856192,2019-11-11T16:10:51.750Z,active,7223,0,84213
2638650198726993408,3078374825544516096,2019-09-20T08:38:34.460Z,active,6215,3,38367
3057695907647025664,2712963663121167360,2019-08-08T22:24:56.750Z,active,2248,8,33960
1935998944591101696,40911592689103584,2019-04-05T23:22:27.820Z,active,6901,2,54521
103207363609697376,1141922579407178240,2019-07-26T12:36:44.890Z,active,9250,4,86067
3177384749083373056,1020076591995717632,2019-05-24T10:10:09.270Z,active,4676,3,45530
660430009504909696,2038483477370229760,2019-06-02T13:16:04.700Z,active,3756,7,11914
1106923490654134528,615596352959033216,2019-02-22T21:13:34.440Z,active,6241,6,87810
1398683693131074048,181346805992296480,2019-09-19T17:36:12.190Z,active,6935,9,40370
1497955559074832640,2630624480948998144,2019-06-05T20:22:38.780Z,active,2986,1,85082
1454509215099263744,3158214800679108096,2019-06-10T19:52:17.930Z,active,1530,4,59497
790408432252743680,2641978042501890048,2019-04-09T11:33:52.110Z,active,3841,2,29073
2165447838255510272,960634059997801088,2019-04-06T07:34:36.670Z,active,9372,4,61012
833346080574503424,349627465891704000,2019-05-23T05:05:42.700Z,active,4698,2,27863
1725261128054190080,1231228634937431552,2019-03-31T23:29:41.670Z,active,7726,3,79607
988983548895386496,249167849932955360,2019-01-13T19:11:58.600Z,active,4842,2,76476
1855196587162173184,2800624884089304576,2019-03-31T18:14:00.790Z,active,7679,8,68043
1123751729148116352,2729562778166697472,2019-07-26T00:06:00.740Z,active,9960,7,27368
855289068931519360,1139955992730540160,2019-09-07T11:52:41.800Z,active,2344,3,41165
446981406845787968,3309354133231508480,2019-05-04T12:57:49.420Z,active,7916,2,81513
1229505160495398656,3338223655138573824,2019-09-16T12:25:46.610Z,active,2550,5,65662
3339497975028261888,2200146704425829632,2019-09-14T20:24:03.280Z,active,351,1,9660
2699308538849977856,317003362548324672,2019-06-07T07:30:05.750Z,active,8159,7,73499
2112039096815940608,2763348015526897664,2019-02-23T05:13:34.260Z,active,7777,9,94208
2472338699499826688,175813832117891488,2019-08-19T12:15:33.680Z,active,3996,0,29624
3024832704258978304,1842929735012444672,2019-05-30T16:03:33.750Z,active,3002,3,73293
1771575913546463232,640406396261171456,2019-05-02T10:14:59.730Z,active,5862,3,68299
2660939917335598080,492472313599393344,2019-07-16T15:46:58.560Z,active,9887,2,84595
29633697113363720,1656669217725812480,2019-11-04T12:34:35.770Z,active,3136,1,883
3060310672437492224,2493201529988802048,2019-06-30T16:39:01.630Z,active,4369,5,5056
18661351842096488,1138894713289172864,2019-02-11T22:39:33.670Z,active,2034,8,12271
709091492889603584,817071690084522752,2019-02-14T05:17:48.680Z,active,5070,3,63666
2120317937170085120,2508988483390400000,2019-08-14T13:43:37.030Z,active,674,1,79401
2033061052027599872,3081051595382721536,2019-09-01T21:01:17.190Z,active,2789,7,41160
1948388502601509632,2339025191663918080,2019-09-22T23:30:22.720Z,active,8182,9,59483
588035887038201600,627543840203744640,2019-10-22T04:22:06.950Z,active,1184,2,36008
1858226580720611072,1183402132108796160,2019-12-15T09:08:22.940Z,active,6964,8,84354
1294042862303319296,2884257269365398016,2019-11-29T13:30:05.730Z,active,5958,8,39545
1588737007283431680,2293268173605623552,2019-10-08T00:28:38.170Z,active,1870,5,610
42124548604720824,1098852697946475648,2019-11-04T08:39:59.950Z,active,8601,5,16148
8525065966751885,2438452508101835264,2019-10-06T21:08:35.230Z,active,8105,2,87675
1105392957885611008,537977349642639680,2019-10-28T08:19:11.120Z,active,1225,9,14812
545471681443437504,115943288225646848,2019-08-18T00:05:31.370Z,active,6318,8,40683
853096884325979392,483058278110414016,2019-10-22T20:52:50.890Z,active,7104,7,7505
717341410938017664,1865309363339266816,2019-05-19T06:05:05.060Z,active,3847,5,32763
1422730352963620608,2036056162155838208,2019-06-30T14:27:46.490Z,active,6554,1,1188
2029467480050634240,2442581488212573696,2019-05-16T21:07:12.150Z,active,4337,4,28870
1775336270397537280,734253341028815616,2019-08-30T07:04:50.190Z,active,5246,8,63000
2779490869695671296,1209987430331655424,2019-03-27T11:18:28.630Z,active,4396,6,92413
967848743515068544,1517460797218449664,2019-09-06T21:16:59.810Z,active,2627,1,59273
1748716242679602944,1935044386504600064,2019-09-22T11:23:52.490Z,active,445,5,33513
22491927182770952,928772417936127616,2019-12-04T04:16:29.650Z,active,2484,5,74146
2891463124435300352,2709912234370715648,2019-03-13T05:21:42.580Z,active,1259,1,107
3402164927390067200,1557413140546311424,2019-09-01T15:24:04.120Z,active,4928,4,25114
453743812873288320,1354693086079754240,2019-11-25T23:27:12.250Z,active,7322,0,81774
2008052329966667776,2325679501263924736,2019-12-06T15:36:03.600Z,active,2832,0,50165
3209590874655921152,3158991787339622400,2019-01-21T16:00:03.950Z,active,6892,9,63165
57591087800910912,2814811813388650496,2019-12-01T20:21:28.370Z,active,490,3,45609
3202511382873569280,2952362442851216896,2019-07-16T09:40:16.220Z,active,388,6,66025
2300550437634078208,1287526223175785984,2019-08-10T11:42:47.980Z,active,1269,1,90975
2597863872346541568,2586125041474066944,2019-08-21T12:50:32.790Z,active,2383,7,47790
1323820058478260480,2611068043798419968,2019-08-18T16:03:47.290Z,active,6702,1,36610
1605820021126945792,2919624240439075328,2019-08-04T06:45:12.460Z,active,4985,2,87523
1220409979528778240,1332353331431122432,2019-02-26T17:38:34.100Z,active,6427,6,6885
3147870436158873088,645499092320377088,2019-03-20T07:57:33.650Z,active,5123,2,87762
2941365674317021184,3157552163938882560,2019-02-17T02:50:32.580Z,active,4868,2,45858
1174669385787789824,1289931199248242176,2019-07-29T17:51:18.220Z,active,3409,6,86555
371317895800782976,5060087521895024,2019-09-18T22:08:06.920Z,active,3274,6,48225
437441275060561664,2707937777449791488,2019-01-24T06:34:46.720Z,active,7686,0,10385
502915210255323072,2676183609842524672,2019-03-25T17:51:29.440Z,active,2782,0,39496
970391555940094336,690074980312851328,2019-01-17T06:14:08.980Z,active,5193,2,58630
1636461889835848960,1174140318575516928,2019-06-09T03:39:20.350Z,active,8574,6,85350
61864458590284568,1175581579661666048,2019-09-04T07:02:22.250Z,active,6460,0,94296
3067980970409318912,1600929695476825600,2019-12-13T14:39:47.400Z,active,8499,7,5132
1496534398219185664,202425519749253760,2019-09-14T07:04:36.480Z,active,2152,5,67001
2496235397536089600,143559218306522160,2019-09-10T11:57:54.820Z,active,6136,6,92809
2120043042502802944,803926108470854272,2019-10-01T20:26:44.230Z,active,9164,2,26893
1629997526381032704,2301011603232450304,2019-03-29T08:05:58.630Z,active,325,2,137
2650665625744744960,543877430645235456,2019-05-05T07:09:04.820Z,active,82,7,44860
584574290352137728,2311955897449827328,2019-06-12T09:02:00.550Z,active,4492,4,38717
2085427516966057472,456096268164912960,2019-08-15T11:51:25.890Z,active,3580,9,44811
1032965871338162048,2915914011963896832,2019-08-25T11:26:11.380Z,active,764,1,97681
1864333380304741888,1240656177594157056,2019-09-14T19:21:44.070Z,active,6997,2,67620
1028404737318295424,1969925432050031616,2019-05-18T08:43:40.730Z,active,5570,9,7120
1062775455097222144,2915963487332056064,2019-11-22T08:53:55.260Z,active,8226,6,67801
2968451932276558848,393897256692419264,2019-01-29T19:16:56.000Z,active,8354,1,66093
2006088453406509824,2175453618211650048,2019-06-02T17:36:34.140Z,active,3361,8,48924
1092243256488380800,546013483817681728,2019-04-29T09:38:40.020Z,inactive,9877,9,90304
330039793142276800,299854705987409024,2019-07-04T23:22:02.130Z,active,633,5,56451
1441660945218883328,3090262490874377216,2019-11-19T13:16:09.260Z,active,8045,0,51262
353258440400004480,3095111317539501056,2019-02-24T19:08:58.420Z,active,2142,4,19081
3006669265975399424,996733811711149952,2019-11-13T21:09:05.220Z,active,783,3,24829
466649984890243968,3353298136449632256,2019-12-04T12:13:52.340Z,active,8833,6,46993
3339650829568202752,1678454506089694208,2019-12-19T02:39:13.900Z,active,110,8,3338
1225036967592360960,803642094408949120,2019-11-19T23:49:49.890Z,active,5389,8,44346
628454641998004224,2962833558102742528,2019-02-28T01:40:50.790Z,active,9940,8,85838
2422935775278013952,3234890078963527680,2019-11-02T19:57:11.990Z,active,5910,5,70157
835913763440225792,2973832275428792832,2019-01-18T04:51:48.680Z,active,7649,7,11330
718453369016993152,2886479093741923328,2019-09-17T10:11:50.040Z,active,5839,5,27352
1633089046569117952,1356309606068639488,2019-12-08T02:23:11.420Z,active,7079,8,85805
1245095747848101888,3078927346379125248,2019-01-18T13:38:27.230Z,active,6678,5,8796
359432744376383616,1477013436406707200,2019-01-24T07:08:32.390Z,active,9565,3,86792
997720059507809152,2324813708832160768,2019-06-01T11:51:42.830Z,active,5829,0,13462
1802187590441074176,2883693517218837504,2019-07-03T02:09:54.340Z,active,1693,4,29342
1663859414176190208,2534686800609684480,2019-11-30T21:14:45.970Z,active,5706,4,97976
1121750009062982912,3255899483498859008,2019-08-15T19:36:43.470Z,active,2365,4,58008
1611167232810097152,736882278414688512,2019-01-13T16:28:51.210Z,active,1154,1,53910
977320071323042560,1858145834453282048,2019-03-21T03:42:19.570Z,active,5172,9,54040
1594941700622676224,716987322900804224,2019-02-23T02:42:41.910Z,active,5324,5,98883
1073825546651203712,3381234492417934336,2019-12-23T08:44:49.810Z,active,762,7,98236
1828203642474668800,1340193873782801408,2019-03-16T07:25:00.810Z,active,2754,8,83910
2781848412282230272,1131297860179965184,2019-01-13T02:23:37.490Z,active,4602,7,45912
2545044381531892736,403424324318481216,2019-06-08T21:49:02.460Z,active,2704,0,70359
1665130629687666432,2388591723544972800,2019-07-08T04:54:12.620Z,active,124,8,29085
1630092878511708160,1382582983553374208,2019-06-01T20:30:12.560Z,active,6226,6,83051
3389521459820486656,918415571513605120,2019-12-10T08:43:24.310Z,active,210,7,10532
895276165910874240,265402747392642912,2019-11-26T07:21:49.150Z,active,6389,4,46765
1943692487052691456,81274772854378256,2019-01-20T02:57:07.160Z,active,9458,4,21465
2480186290317768192,581207223716311424,2019-03-09T23:53:36.230Z,active,3199,3,23916
715112727925731328,2513471880911581696,2019-02-21T20:59:06.090Z,active,338,3,63150
244215509342831328,2145639261617528064,2019-04-12T17:38:49.280Z,active,9591,7,57802
1524113744377262336,1177039599103596032,2019-07-25T01:16:52.630Z,active,9871,0,90582
733445147968564352,1318480667793596928,2019-03-02T06:35:01.750Z,active,8458,1,86851
1902603130831384832,1970478584522353152,2019-10-04T14:15:48.000Z,active,4306,8,40876
2067651541475991808,3315742454860263424,2019-06-08T05:58:54.070Z,active,8579,8,52355
3255606849723675648,3340401807867709440,2019-10-20T09:43:37.220Z,active,5049,4,78405
2438857635636335616,1526244115271306240,2019-02-10T15:54:17.650Z,active,5777,5,14107
1559977778735476224,3018871424834173440,2019-01-23T04:28:12.520Z,active,5792,0,92358
2533002906288659968,106407296990873616,2019-02-07T22:38:49.480Z,active,1741,2,98578
390555007529522752,1480021294494847744,2019-04-26T16:30:43.530Z,active,9603,4,11260
2954357458117190144,2149185673937536000,2019-01-23T23:43:04.700Z,active,9377,2,73960
1843937473028967168,2085036023540697088,2019-11-26T02:51:21.890Z,active,2078,4,66179
2615490999058176512,3378803110046141952,2019-06-10T15:43:36.410Z,active,8301,1,63881
2458189260299062784,2692312971692909568,2019-12-27T05:11:46.240Z,active,1803,1,8331
490380431695332288,433087932908700096,2019-05-21T12:51:06.430Z,active,2326,8,93474
919018532689109888,515332571729606464,2019-06-23T15:37:13.070Z,active,5427,9,32811
274201659409845376,2400438893004957696,2019-10-18T06:11:21.370Z,active,5958,3,83275
199367610254079520,368137672582759488,2019-05-20T20:13:44.350Z,active,42,9,91328
1918283512740164096,3066378321049104384,2019-06-08T13:02:50.790Z,active,2779,9,45788
1213466897199329024,6011915183897057,2019-08-20T17:50:21.340Z,active,996,7,26716
940584506958261760,3232673669530342912,2019-09-01T06:33:49.620Z,active,4266,0,2011
942983680103115008,1384499466641133824,2019-06-13T04:53:42.620Z,active,6614,6,13360
1053592324742491648,2252848015353611008,2019-01-25T18:04:59.600Z,active,8640,0,29996
2746410672461254144,1603976269009650944,2019-08-18T23:52:33.750Z,active,511,7,91815
2013221430120736256,715829207885374976,2019-03-03T04:43:19.080Z,active,9555,3,88385
98935385187677248,1594747290032728320,2019-11-09T18:03:08.060Z,active,1136,5,86898
3012450866514947072,1636511516685954816,2019-07-26T17:22:53.480Z,active,9373,0,46937
176399836325055008,591661838588495872,2019-11-26T16:56:29.460Z,active,8159,1,2013
625663890106545920,102419713117964080,2019-04-24T09:12:51.700Z,active,3202,9,10311
